2599,4
2600,3
2601,4
2602,4
2603,3
2604,1
2605,4
2606,3
2607,1
2608,1
2609,3
2610,4
2611,4
2612,3
2613,4
2614,2
2615,3
2616,4
2617,4
2618,1
2619,1
2620,4
2621,3
2622,3
2623,3
2624,3
2625,1
2626,1
2627,4
2628,1
2629,1
2630,3
2631,3
2632,4
2633,4
2634,1
2635,3
2636,3
2637,4
2638,1
2639,3
2640,1
2641,4
2642,3
2643,3
2644,4
2645,3
2646,3
2647,4
2648,3
2649,3
2650,4
2651,4
2652,4
2653,3
2654,1
2655,4
2656,3
2657,1
2658,4
2659,4
2660,3
2661,3
2662,4
2663,1
2664,4
2665,3
2666,1
2667,4
2668,1
2669,1
2670,3
2671,3
2672,3
2673,4
2674,1
2675,3
2676,3
2677,1
2678,1
2679,1
2680,4
2681,4
2682,4
2683,1
2684,3
2685,3
2686,4
2687,4
2688,1
2689,3
2690,3
2691,4
2692,4
2693,1
2694,4
2695,4
2696,1
2697,1
2698,1
2699,3
2700,4
2701,3
2702,4
2703,2
2704,4
2705,4
2706,4
2707,4
2708,4
2709,4
2710,4
2711,4
2712,4
2713,3
2714,4
2715,1
2716,4
2717,4
2718,3
2719,1
2720,1
2721,4
2722,3
2723,4
2724,4
2725,3
2726,4
2727,3
2728,4
2729,3
2730,4
2731,3
2732,1
2733,3
2734,4
2735,3
2736,1
2737,4
2738,3
2739,4
2740,1
2741,2
2742,1
2743,3
2744,3
2745,1
2746,3
2747,4
2748,4
2749,3
2750,3
2751,1
2752,3
2753,1
2754,3
2755,4
2756,3
2757,4
2758,4
2759,4
2760,3
2761,4
2762,3
2763,1
2764,4
2765,4
2766,3
2767,4
2768,3
2769,4
2770,3
2771,4
2772,1
2773,4
2774,1
2775,4
2776,4
2777,1
2778,4
2779,4
2780,3
2781,4
2782,4
2783,3
2784,4
2785,4
2786,4
2787,1
2788,3
2789,1
2790,4
2791,1
2792,1
2793,4
2794,4
2795,1
2796,3
2797,1
2798,1
2799,4
2800,4
2801,4
2802,1
2803,3
2804,1
2805,2
2806,4
2807,1
2808,3
2809,1
2810,1
2811,3
2812,4
2813,4
2814,4
2815,1
2816,3
2817,4
2818,1
2819,1
2820,3
2821,4
2822,4
2823,1
2824,3
2825,4
2826,1
2827,1
2828,3
2829,3
2830,3
2831,3
2832,1
2833,3
2834,3
2835,4
2836,1
2837,1
2838,4
2839,1
2840,1
2841,3
2842,4
2843,1
2844,1
2845,3
2846,3
2847,4
2848,3
2849,4
2850,3
2851,1
2852,3
2853,3
2854,3
2855,1
2856,1
2857,3
2858,1
2859,4
2860,4
2861,4
2862,4
2863,1
2864,4
2865,3
2866,3
2867,4
2868,1
2869,1
2870,3
2871,1
2872,4
2873,3
2874,4
2875,3
2876,4
2877,3
2878,1
2879,1
2880,1
2881,3
2882,4
2883,4
2884,1
2885,1
2886,1
2887,1
2888,4
2889,1
2890,1
2891,3
2892,4
2893,3
2894,4
2895,1
2896,3
2897,3
2898,3
2899,4
2900,3
2901,2
2902,3
2903,3
2904,4
2905,4
2906,1
2907,1
2908,3
2909,3
2910,4
2911,3
2912,3
2913,1
2914,3
2915,1
2916,1
2917,1
2918,4
2919,1
2920,3
2921,1
2922,3
2923,4
2924,3
2925,4
2926,4
2927,3
2928,3
2929,4
2930,3
2931,1
2932,2
2933,1
2934,4
2935,3
2936,3
2937,1
2938,1
2939,4
2940,4
2941,1
2942,4
2943,4
2944,3
2945,3
2946,1
2947,3
2948,4
2949,3
2950,3
2951,3
2952,4
2953,1
2954,1
2955,2
2956,1
2957,3
2958,1
2959,4
2960,1
2961,4
2962,3
2963,1
2964,1
2965,1
2966,3
2967,4
2968,4
2969,4
2970,1
2971,3
2972,4
2973,4
2974,3
2975,3
2976,4
2977,4
2978,3
2979,4
2980,4
2981,4
2982,1
2983,4
2984,4
2985,1
2986,3
2987,3
2988,4
2989,1
2990,1
2991,1
2992,3
2993,3
2994,3
2995,1
2996,1
2997,3
2998,4
2999,4
3000,1
3001,1
3002,1
3003,3
3004,3
3005,3
3006,4
3007,1
3008,3
3009,3
3010,3
3011,1
3012,1
3013,4
3014,3
3015,4
3016,1
3017,4
3018,3
3019,3
3020,1
3021,3
3022,3
3023,3
3024,4
3025,3
3026,3
3027,3
3028,3
3029,1
3030,3
3031,4
3032,1
